seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	36020521	36020820	300	*	X087338	374897	36014269	36019253	4985	-	1267	upstream	1267	SBSN
chr19	36022201	36022335	135	*	X087339	26330	36024314	36036221	11908	+	1978	upstream	1978	GAPDHS
chr19	36023071	36023190	120	*	X087340	26330	36024314	36036221	11908	+	1123	upstream	1123	GAPDHS
chr19	36023641	36023805	165	*	X087341	26330	36024314	36036221	11908	+	508	upstream	508	GAPDHS
chr19	36024481	36024930	450	*	X087342	26330	36024314	36036221	11908	+	0	inside	166	GAPDHS
chr19	36055922	36056086	165	*	X087359	495	36041095	36054560	13466	-	1361	upstream	1361	ATP4A
chr19	36056204	36056323	120	*	X087360	495	36041095	36054560	13466	-	1643	upstream	1643	ATP4A
chr19	36157546	36157581	36	*	X087370	11045	36157715	36169367	11653	+	133	upstream	133	UPK1A
chr19	36157807	36157986	180	*	X087371	11045	36157715	36169367	11653	+	0	inside	91	UPK1A
chr19	36201847	36201966	120	*	X087379	27033	36203830	36207940	4111	+	1863	upstream	1863	ZBTB32
chr19	36202059	36202208	150	*	X087380	27033	36203830	36207940	4111	+	1621	upstream	1621	ZBTB32
chr19	36202327	36202461	135	*	X087381	27033	36203830	36207940	4111	+	1368	upstream	1368	ZBTB32
chr19	36203372	36203431	60	*	X087382	27033	36203830	36207940	4111	+	398	upstream	398	ZBTB32
chr19	36203467	36203491	25	*	X087383	27033	36203830	36207940	4111	+	338	upstream	338	ZBTB32
chr19	36203597	36203716	120	*	X087384	27033	36203830	36207940	4111	+	113	upstream	113	ZBTB32
chr19	36342643	36342830	188	*	X087410	4868	36316274	36342895	26622	-	0	inside	64	NPHS1
chr19	36343137	36343257	121	*	X087411	4868	36316274	36342895	26622	-	241	upstream	241	NPHS1
chr19	36344064	36344397	334	*	X087412	4868	36316274	36342895	26622	-	1168	upstream	1168	NPHS1
chr19	36345793	36346092	300	*	X087413	84063	36347810	36358048	10239	+	1717	upstream	1717	KIRREL2
chr19	36346333	36346557	225	*	X087414	84063	36347810	36358048	10239	+	1252	upstream	1252	KIRREL2
chr19	36346655	36346759	105	*	X087415	84063	36347810	36358048	10239	+	1050	upstream	1050	KIRREL2
chr19	36346783	36347142	360	*	X087416	84063	36347810	36358048	10239	+	667	upstream	667	KIRREL2
chr19	36347180	36347712	533	*	X087417	84063	36347810	36358048	10239	+	97	upstream	97	KIRREL2
chr19	36347735	36347869	135	*	X087418	84063	36347810	36358048	10239	+	0	overlapStart	0	KIRREL2
chr19	36347968	36348072	105	*	X087419	84063	36347810	36358048	10239	+	0	inside	157	KIRREL2
chr19	36348080	36348274	195	*	X087420	84063	36347810	36358048	10239	+	0	inside	269	KIRREL2
chr19	36426721	36426855	135	*	X087440	79414	36428022	36436097	8076	+	1166	upstream	1166	LRFN3
chr19	36427171	36427242	72	*	X087441	79414	36428022	36436097	8076	+	779	upstream	779	LRFN3
chr19	36427614	36427681	68	*	X087442	79414	36428022	36436097	8076	+	340	upstream	340	LRFN3
chr19	36428042	36428251	210	*	X087443	79414	36428022	36436097	8076	+	0	inside	19	LRFN3
chr19	39574618	39574752	135	*	X087545	390928	39574945	39602128	27184	+	192	upstream	192	ACP7
chr19	39574886	39575487	602	*	X087546	390928	39574945	39602128	27184	+	0	overlapStart	0	ACP7
chr19	39686710	39686780	71	*	X087556	342897	39687604	39692522	4919	+	823	upstream	823	NCCRP1
chr19	39686981	39687115	135	*	X087557	342897	39687604	39692522	4919	+	488	upstream	488	NCCRP1
chr19	39687161	39687333	173	*	X087558	342897	39687604	39692522	4919	+	270	upstream	270	NCCRP1
chr19	39687461	39687605	145	*	X087559	342897	39687604	39692522	4919	+	0	overlapStart	0	NCCRP1
chr19	39687651	39687800	150	*	X087560	342897	39687604	39692522	4919	+	0	inside	46	NCCRP1
chr19	39786877	39786927	51	*	X087575	282618	39786965	39789312	2348	+	37	upstream	37	IFNL1
chr19	39787033	39787167	135	*	X087576	282618	39786965	39789312	2348	+	0	inside	67	IFNL1
chr19	40005061	40005195	135	*	X087578	348303	40005753	40011326	5574	+	557	upstream	557	SELENOV
chr19	40005631	40006627	997	*	X087579	348303	40005753	40011326	5574	+	0	overlapStart	0	SELENOV
chr19	40032007	40032010	4	*	X087581	163126	40029447	40030838	1392	-	1168	upstream	1168	EID2
chr19	40169204	40169308	105	*	X087592	400696	40170014	40177013	7000	+	705	upstream	705	LGALS17A
chr19	40169685	40169804	120	*	X087593	400696	40170014	40177013	7000	+	209	upstream	209	LGALS17A
chr19	40267158	40267277	120	*	X087599	342900	40267234	40276775	9542	+	0	overlapStart	0	LEUTX
chr19	40440649	40440742	94	*	X087634	8857	40353963	40440533	86571	-	115	upstream	115	FCGBP
chr19	41497203	41497337	135	*	X087681	1555	41497204	41524301	27098	+	0	overlapStart	0	CYP2B6
chr19	41533661	41534154	494	*	X087697	1549	41381344	41534168	152825	-	0	inside	13	CYP2A7
chr19	41536071	41536340	270	*	X087698	1549	41381344	41534168	152825	-	1902	upstream	1902	CYP2A7
chr19	41594073	41594354	282	*	X087712	1553	41594356	41602100	7745	+	1	upstream	1	CYP2A13
chr19	41594565	41594699	135	*	X087713	1553	41594356	41602100	7745	+	0	inside	208	CYP2A13
chr19	41699009	41699143	135	*	X087741	29785	41699115	41713444	14330	+	0	overlapStart	0	CYP2S1
chr19	41699324	41699635	312	*	X087742	29785	41699115	41713444	14330	+	0	inside	208	CYP2S1
chr19	41767359	41767493	135	*	X087774	11100	41768391	41813811	45421	+	897	upstream	897	HNRNPUL1
chr19	42300292	42300649	358	*	X087833	1084	42300522	42315591	15070	+	0	overlapStart	0	CEACAM3
chr19	42300686	42300757	72	*	X087834	1084	42300522	42315591	15070	+	0	inside	163	CEACAM3
chr19	42498817	42498999	183	*	X087899	478	42470734	42498428	27695	-	388	upstream	388	ATP1A3
chr19	42499613	42499852	240	*	X087900	478	42470734	42498428	27695	-	1184	upstream	1184	ATP1A3
chr19	42499999	42500257	259	*	X087901	478	42470734	42498428	27695	-	1570	upstream	1570	ATP1A3
chr19	42500288	42500371	84	*	X087902	478	42470734	42498428	27695	-	1859	upstream	1859	ATP1A3
chr19	42569548	42569962	415	*	X087951	2901	42502468	42569957	67490	-	0	overlapStart	0	GRIK5
chr19	42570824	42571017	194	*	X087952	2901	42502468	42569957	67490	-	866	upstream	866	GRIK5
chr19	42570824	42571017	194	*	X087952	64763	42572629	42585720	13092	+	1611	upstream	1611	ZNF574
chr19	42571258	42571407	150	*	X087953	2901	42502468	42569957	67490	-	1300	upstream	1300	GRIK5
chr19	42571258	42571407	150	*	X087953	64763	42572629	42585720	13092	+	1221	upstream	1221	ZNF574
chr19	42571543	42571872	330	*	X087954	2901	42502468	42569957	67490	-	1585	upstream	1585	GRIK5
chr19	42571543	42571872	330	*	X087954	64763	42572629	42585720	13092	+	756	upstream	756	ZNF574
chr19	42572263	42572457	195	*	X087955	64763	42572629	42585720	13092	+	171	upstream	171	ZNF574
chr19	42572608	42573177	570	*	X087956	64763	42572629	42585720	13092	+	0	overlapStart	0	ZNF574
chr19	42634774	42635011	238	*	X087985	100505622	42636781	42641251	4471	+	1769	upstream	1769	POU2F2-AS1
chr19	42635363	42635388	26	*	X087986	100505622	42636781	42641251	4471	+	1392	upstream	1392	POU2F2-AS1
chr19	42636124	42636303	180	*	X087987	100505622	42636781	42641251	4471	+	477	upstream	477	POU2F2-AS1
chr19	42636379	42636858	480	*	X087988	100505622	42636781	42641251	4471	+	0	overlapStart	0	POU2F2-AS1
chr19	42636379	42636858	480	*	X087988	5452	42590262	42636625	46364	-	0	overlapStart	0	POU2F2
chr19	42637204	42637303	100	*	X087989	5452	42590262	42636625	46364	-	578	upstream	578	POU2F2
chr19	42637582	42637713	132	*	X087990	5452	42590262	42636625	46364	-	956	upstream	956	POU2F2
chr19	42637582	42637713	132	*	X087990	100422980	42637597	42637665	69	-	0	includeFeature	0	MIR4323
chr19	42637729	42637878	150	*	X087991	5452	42590262	42636625	46364	-	1103	upstream	1103	POU2F2
chr19	42637729	42637878	150	*	X087991	100422980	42637597	42637665	69	-	63	upstream	63	MIR4323
chr19	42638329	42638463	135	*	X087992	5452	42590262	42636625	46364	-	1703	upstream	1703	POU2F2
chr19	42638329	42638463	135	*	X087992	100422980	42637597	42637665	69	-	663	upstream	663	MIR4323
chr19	42638779	42638988	210	*	X087993	100422980	42637597	42637665	69	-	1113	upstream	1113	MIR4323
chr19	42639064	42639213	150	*	X087994	100422980	42637597	42637665	69	-	1398	upstream	1398	MIR4323
chr19	42639394	42639498	105	*	X087995	100422980	42637597	42637665	69	-	1728	upstream	1728	MIR4323
chr19	42639619	42639768	150	*	X087996	100422980	42637597	42637665	69	-	1953	upstream	1953	MIR4323
chr19	42894294	42894556	263	*	X088049	84518	42891171	42894444	3274	-	0	overlapStart	0	CNFN
chr19	42895224	42895983	760	*	X088050	84518	42891171	42894444	3274	-	779	upstream	779	CNFN
chr19	43099334	43099468	135	*	X088079	1088	43084395	43099082	14688	-	251	upstream	251	CEACAM8
chr19	43856444	43856608	165	*	X088081	57126	43857825	43867480	9656	+	1216	upstream	1216	CD177
chr19	43857176	43857433	258	*	X088082	57126	43857825	43867480	9656	+	391	upstream	391	CD177
chr19	43857736	43857820	85	*	X088083	57126	43857825	43867480	9656	+	4	upstream	4	CD177
chr19	43858064	43858348	285	*	X088084	57126	43857825	43867480	9656	+	0	inside	238	CD177
chr19	44220047	44220184	138	*	X088103	56269	44220214	44224169	3956	+	29	upstream	29	IRGC
chr19	44220230	44220245	16	*	X088104	56269	44220214	44224169	3956	+	0	inside	15	IRGC
chr19	44324475	44324714	240	*	X088115	284348	44300079	44324808	24730	-	0	inside	93	LYPD5
chr19	45033495	45033749	255	*	X088123	125931	45010211	45033548	23338	-	0	overlapStart	0	CEACAM20
chr19	45034038	45034053	16	*	X088124	125931	45010211	45033548	23338	-	489	upstream	489	CEACAM20
chr19	45034354	45034424	71	*	X088125	125931	45010211	45033548	23338	-	805	upstream	805	CEACAM20
chr19	45034713	45034937	225	*	X088126	125931	45010211	45033548	23338	-	1164	upstream	1164	CEACAM20
chr19	45310568	45310882	315	*	X088131	4059	45312316	45324678	12363	+	1433	upstream	1433	BCAM
chr19	45311219	45311483	265	*	X088132	4059	45312316	45324678	12363	+	832	upstream	832	BCAM
chr19	45663199	45663333	135	*	X088150	284353	45653008	45663408	10401	-	0	inside	74	NKPD1
chr19	45663580	45663723	144	*	X088151	284353	45653008	45663408	10401	-	171	upstream	171	NKPD1
chr19	45663937	45664353	417	*	X088152	284353	45653008	45663408	10401	-	528	upstream	528	NKPD1
chr19	45664450	45664719	270	*	X088153	284353	45653008	45663408	10401	-	1041	upstream	1041	NKPD1
chr19	46105605	46105733	129	*	X088174	2828	46093023	46105466	12444	-	138	upstream	138	GPR4
chr19	46105605	46105733	129	*	X088174	80207	46031025	46105466	74442	-	138	upstream	138	OPA3
chr19	46105201	46105469	269	*	X088175	2828	46093023	46105466	12444	-	0	overlapStart	0	GPR4
chr19	46105201	46105469	269	*	X088175	80207	46031025	46105466	74442	-	0	overlapStart	0	OPA3
chr19	46419609	46419743	135	*	X088179	339345	46416473	46418036	1564	-	1572	upstream	1572	NANOS2
chr19	46420029	46420115	87	*	X088180	339345	46416473	46418036	1564	-	1992	upstream	1992	NANOS2
chr19	46478640	46478923	284	*	X088219	4858	46442771	46476657	33887	-	1982	upstream	1982	NOVA2
chr19	46543949	46544083	135	*	X088232	444882	46543006	46544274	1269	-	0	inside	190	IGFL4
chr19	46628660	46628809	150	*	X088237	388555	46623328	46627931	4604	-	728	upstream	728	IGFL3
chr19	46731714	46731818	105	*	X088256	374918	46733009	46734500	1492	+	1190	upstream	1190	IGFL1
chr19	46731963	46732089	127	*	X088257	374918	46733009	46734500	1492	+	919	upstream	919	IGFL1
chr19	46732261	46732292	32	*	X088258	374918	46733009	46734500	1492	+	716	upstream	716	IGFL1
chr19	46732383	46732487	105	*	X088259	374918	46733009	46734500	1492	+	521	upstream	521	IGFL1
chr19	46732923	46733372	450	*	X088260	374918	46733009	46734500	1492	+	0	overlapStart	0	IGFL1
chr19	46800358	46800535	178	*	X088281	64344	46800303	46846690	46388	+	0	inside	54	HIF3A
chr19	46811348	46811707	360	*	X088285	100873770	46720995	46809806	88812	-	1541	upstream	1541	RNU6-66P
chr19	46811717	46811941	225	*	X088286	100873770	46720995	46809806	88812	-	1910	upstream	1910	RNU6-66P
chr19	46974460	46974582	123	*	X088310	55228	46969748	46974820	5073	-	0	inside	237	PNMA8A
chr19	46998743	46998967	225	*	X088331	57469	46994448	46999169	4722	-	0	inside	201	PNMA8B
chr19	46999102	46999251	150	*	X088332	57469	46994448	46999169	4722	-	0	overlapStart	0	PNMA8B
chr19	47921866	47922636	771	*	X088382	56917	47906375	47922785	16411	-	0	inside	148	MEIS3
chr19	47924062	47924241	180	*	X088383	56917	47906375	47922785	16411	-	1276	upstream	1276	MEIS3
chr19	48323262	48323396	135	*	X088445	1406	48325099	48346586	21488	+	1702	upstream	1702	CRX
chr19	48323457	48323576	120	*	X088446	1406	48325099	48346586	21488	+	1522	upstream	1522	CRX
chr19	48323727	48323768	42	*	X088447	1406	48325099	48346586	21488	+	1330	upstream	1330	CRX
chr19	48323873	48323891	19	*	X088448	1406	48325099	48346586	21488	+	1207	upstream	1207	CRX
chr19	48323907	48324056	150	*	X088449	1406	48325099	48346586	21488	+	1042	upstream	1042	CRX
chr19	48324439	48324603	165	*	X088450	1406	48325099	48346586	21488	+	495	upstream	495	CRX
chr19	48324934	48325106	173	*	X088451	1406	48325099	48346586	21488	+	0	overlapStart	0	CRX
chr19	48325257	48325406	150	*	X088452	1406	48325099	48346586	21488	+	0	inside	157	CRX
chr19	48495167	48495194	28	*	X088474	100131137	48471303	48495427	24125	-	0	inside	232	BSPH1
chr19	49054481	49054489	9	*	X088514	6820	49055429	49102684	47256	+	939	upstream	939	SULT2B1
chr19	49054746	49054895	150	*	X088515	6820	49055429	49102684	47256	+	533	upstream	533	SULT2B1
chr19	49055151	49055404	254	*	X088516	6820	49055429	49102684	47256	+	24	upstream	24	SULT2B1
chr19	49559829	49559963	135	*	X088522	94115	49550895	49559852	8958	-	0	overlapStart	0	CGB8
chr19	49560189	49560338	150	*	X088523	94115	49550895	49559852	8958	-	336	upstream	336	CGB8
chr19	49560465	49561109	645	*	X088524	94115	49550895	49559852	8958	-	612	upstream	612	CGB8
chr19	49560465	49561109	645	*	X088524	94027	49557531	49561008	3478	-	0	overlapStart	0	CGB7
chr19	49561449	49561465	17	*	X088525	94115	49550895	49559852	8958	-	1596	upstream	1596	CGB8
chr19	49561449	49561465	17	*	X088525	94027	49557531	49561008	3478	-	440	upstream	440	CGB7
chr19	49562068	49562129	62	*	X088526	94027	49557531	49561008	3478	-	1059	upstream	1059	CGB7
chr19	49562214	49562504	291	*	X088527	94027	49557531	49561008	3478	-	1205	upstream	1205	CGB7
chr19	49562745	49562864	120	*	X088528	94027	49557531	49561008	3478	-	1736	upstream	1736	CGB7
chr19	49569271	49569372	102	*	X088534	4909	49558618	49568333	9716	-	937	upstream	937	NTF4
chr19	49569459	49569608	150	*	X088535	4909	49558618	49568333	9716	-	1125	upstream	1125	NTF4
chr19	49569628	49569792	165	*	X088536	4909	49558618	49568333	9716	-	1294	upstream	1294	NTF4
chr19	49569844	49570068	225	*	X088537	4909	49558618	49568333	9716	-	1510	upstream	1510	NTF4
chr19	49570114	49570233	120	*	X088538	4909	49558618	49568333	9716	-	1780	upstream	1780	NTF4
chr19	49944173	49944587	415	*	X088563	57030	49932655	49944808	12154	-	0	inside	220	SLC17A7
chr19	50471766	50471885	120	*	X088568	400709	50472912	50479076	6165	+	1026	upstream	1026	SIGLEC16
chr19	50472051	50472333	283	*	X088569	400709	50472912	50479076	6165	+	578	upstream	578	SIGLEC16
chr19	50666036	50666292	257	*	X088575	126123	50655805	50666538	10734	-	0	inside	245	IZUMO2
chr19	50666383	50666441	59	*	X088576	126123	50655805	50666538	10734	-	0	inside	96	IZUMO2
chr19	51219716	51219925	210	*	X088732	50944	51165084	51220195	55112	-	0	inside	269	SHANK1
chr19	51220151	51220495	345	*	X088733	50944	51165084	51220195	55112	-	0	overlapStart	0	SHANK1
chr19	51220646	51221161	516	*	X088734	50944	51165084	51220195	55112	-	450	upstream	450	SHANK1
chr19	51334569	51334722	154	*	X088741	55554	51328545	51334779	6235	-	0	inside	56	KLK15
chr19	51358053	51358530	478	*	X088749	354	51358171	51364020	5850	+	0	overlapStart	0	KLK3
chr19	51376567	51376731	165	*	X088766	3817	51376689	51383823	7135	+	0	overlapStart	0	KLK2
chr19	51376743	51376997	255	*	X088767	3817	51376689	51383823	7135	+	0	inside	53	KLK2
chr19	51400728	51400862	135	*	X088783	606293	51385352	51399654	14303	-	1073	upstream	1073	KLKP1
chr19	51414003	51414092	90	*	X088788	9622	51409608	51413994	4387	-	8	upstream	8	KLK4
chr19	51414200	51414319	120	*	X088789	9622	51409608	51413994	4387	-	205	upstream	205	KLK4
chr19	51415520	51415795	276	*	X088790	9622	51409608	51413994	4387	-	1525	upstream	1525	KLK4
chr19	51415853	51415909	57	*	X088791	9622	51409608	51413994	4387	-	1858	upstream	1858	KLK4
chr19	51415933	51416642	710	*	X088792	9622	51409608	51413994	4387	-	1938	upstream	1938	KLK4
chr19	51456092	51456196	105	*	X088805	25818	51446559	51456344	9786	-	0	inside	147	KLK5
chr19	51456302	51456429	128	*	X088806	25818	51446559	51456344	9786	-	0	overlapStart	0	KLK5
chr19	51457923	51458072	150	*	X088807	25818	51446559	51456344	9786	-	1578	upstream	1578	KLK5
chr19	51458255	51458389	135	*	X088808	25818	51446559	51456344	9786	-	1910	upstream	1910	KLK5
chr19	51472228	51472656	429	*	X088818	5653	51461887	51472929	11043	-	0	inside	272	KLK6
chr19	51472747	51472971	225	*	X088819	5653	51461887	51472929	11043	-	0	overlapStart	0	KLK6
chr19	51472987	51473256	270	*	X088820	5653	51461887	51472929	11043	-	57	upstream	57	KLK6
chr19	51473918	51474202	285	*	X088821	5653	51461887	51472929	11043	-	988	upstream	988	KLK6
chr19	51474211	51474330	120	*	X088822	5653	51461887	51472929	11043	-	1281	upstream	1281	KLK6
chr19	51474481	51474795	315	*	X088823	5653	51461887	51472929	11043	-	1551	upstream	1551	KLK6
chr19	51487266	51487370	105	*	X088826	5650	51479735	51487320	7586	-	0	overlapStart	0	KLK7
chr19	51487446	51487595	150	*	X088827	5650	51479735	51487320	7586	-	125	upstream	125	KLK7
chr19	51487896	51488060	165	*	X088828	5650	51479735	51487320	7586	-	575	upstream	575	KLK7
chr19	51512572	51512811	240	*	X088836	284366	51499264	51512890	13627	-	0	inside	78	KLK9
chr19	51512902	51512911	10	*	X088837	284366	51499264	51512890	13627	-	11	upstream	11	KLK9
chr19	51513061	51513216	156	*	X088838	284366	51499264	51512890	13627	-	170	upstream	170	KLK9
chr19	51513262	51513815	554	*	X088839	284366	51499264	51512890	13627	-	371	upstream	371	KLK9
chr19	51531048	51531302	255	*	X088861	11012	51525487	51531290	5804	-	0	overlapStart	0	KLK11
chr19	51532488	51532697	210	*	X088862	11012	51525487	51531290	5804	-	1197	upstream	1197	KLK11
chr19	51533088	51533214	127	*	X088863	11012	51525487	51531290	5804	-	1797	upstream	1797	KLK11
chr19	51537767	51538022	256	*	X088868	43849	51532348	51538148	5801	-	0	inside	125	KLK12
chr19	51538308	51538742	435	*	X088869	43849	51532348	51538148	5801	-	159	upstream	159	KLK12
chr19	51587194	51587448	255	*	X088887	43847	51580752	51587502	6751	-	0	inside	53	KLK14
chr19	51587539	51587947	409	*	X088888	43847	51580752	51587502	6751	-	36	upstream	36	KLK14
chr19	51588572	51588691	120	*	X088889	43847	51580752	51587502	6751	-	1069	upstream	1069	KLK14
chr19	51589456	51589605	150	*	X088890	43847	51580752	51587502	6751	-	1953	upstream	1953	KLK14
chr19	51626329	51626463	135	*	X088911	27180	51628137	51639520	11384	+	1673	upstream	1673	SIGLEC9
chr19	51643474	51643593	120	*	X088918	27036	51645558	51656783	11226	+	1964	upstream	1964	SIGLEC7
chr19	51643875	51644054	180	*	X088919	27036	51645558	51656783	11226	+	1503	upstream	1503	SIGLEC7
chr19	51644284	51644339	56	*	X088920	27036	51645558	51656783	11226	+	1218	upstream	1218	SIGLEC7
chr19	51644404	51644538	135	*	X088921	27036	51645558	51656783	11226	+	1019	upstream	1019	SIGLEC7
chr19	51644779	51645048	270	*	X088922	27036	51645558	51656783	11226	+	509	upstream	509	SIGLEC7
chr19	51645079	51645228	150	*	X088923	27036	51645558	51656783	11226	+	329	upstream	329	SIGLEC7
chr19	52133573	52133605	33	*	X089002	8778	52114756	52133727	18972	-	0	inside	121	SIGLEC5
chr19	52133732	52133866	135	*	X089003	8778	52114756	52133727	18972	-	4	upstream	4	SIGLEC5
chr19	52134107	52134181	75	*	X089004	8778	52114756	52133727	18972	-	379	upstream	379	SIGLEC5
chr19	52150204	52150278	75	*	X089010	100049587	52145806	52150132	4327	-	71	upstream	71	SIGLEC14
chr19	52152002	52152105	104	*	X089011	100049587	52145806	52150132	4327	-	1869	upstream	1869	SIGLEC14
chr19	54106452	54106556	105	*	X089053	284379	54102885	54106751	3867	-	0	inside	194	LOC284379
chr19	54135229	54135363	135	*	X089059	503834	54135310	54140263	4954	+	0	overlapStart	0	DPRX
chr19	54196896	54197015	120	*	X089066	574468	54197647	54197729	83	+	631	upstream	631	MIR526B
chr19	54196896	54197015	120	*	X089066	574469	54198467	54198547	81	+	1451	upstream	1451	MIR519B
chr19	54213115	54213249	135	*	X089067	574478	54214256	54214342	87	+	1006	upstream	1006	MIR524
chr19	54213550	54213639	90	*	X089068	574478	54214256	54214342	87	+	616	upstream	616	MIR524
chr19	54213550	54213639	90	*	X089068	574479	54215522	54215608	87	+	1882	upstream	1882	MIR517A
chr19	54215856	54216095	240	*	X089069	574480	54216601	54216688	88	+	505	upstream	505	MIR519D
chr19	54219222	54219401	180	*	X089070	574481	54219848	54219934	87	+	446	upstream	446	MIR521-2
chr19	54229119	54229414	296	*	X089072	574486	54230176	54230240	65	+	761	upstream	761	MIR526A2
chr19	54231253	54231387	135	*	X089073	574487	54233092	54233179	88	+	1704	upstream	1704	MIR518E
chr19	54231939	54232088	150	*	X089074	574487	54233092	54233179	88	+	1003	upstream	1003	MIR518E
chr19	54240883	54240972	90	*	X089076	574491	54242587	54242673	87	+	1614	upstream	1614	MIR518A2
chr19	54241183	54241317	135	*	X089077	574491	54242587	54242673	87	+	1269	upstream	1269	MIR518A2
chr19	54243673	54243837	165	*	X089078	574492	54244567	54244661	95	+	729	upstream	729	MIR517C
chr19	54243673	54243837	165	*	X089078	574493	54245766	54245853	88	+	1928	upstream	1928	MIR520H
chr19	54288832	54289011	180	*	X089080	442917	54290929	54291210	282	+	1917	upstream	1917	MIR372
chr19	54290105	54290254	150	*	X089081	442917	54290929	54291210	282	+	674	upstream	674	MIR372
chr19	54290105	54290254	150	*	X089081	442918	54291959	54292027	69	+	1704	upstream	1704	MIR373
chr19	54291320	54291469	150	*	X089082	442918	54291959	54292027	69	+	489	upstream	489	MIR373
chr19	54291320	54291469	150	*	X089082	100616185	54290931	54290996	66	-	323	upstream	323	MIR371B
chr19	54292160	54292339	180	*	X089083	100616185	54290931	54290996	66	-	1163	upstream	1163	MIR371B
chr19	54292879	54293043	165	*	X089084	100616185	54290931	54290996	66	-	1882	upstream	1882	MIR371B
chr19	54367789	54367938	150	*	X089102	91663	54369611	54379689	10079	+	1672	upstream	1672	MYADM
chr19	54413899	54414048	150	*	X089125	59284	54415991	54446969	30979	+	1942	upstream	1942	CACNG7
chr19	54414139	54414175	37	*	X089126	59284	54415991	54446969	30979	+	1815	upstream	1815	CACNG7
chr19	54414222	54414378	157	*	X089127	59284	54415991	54446969	30979	+	1612	upstream	1612	CACNG7
chr19	54414829	54414993	165	*	X089128	59284	54415991	54446969	30979	+	997	upstream	997	CACNG7
chr19	54415789	54415802	14	*	X089129	59284	54415991	54446969	30979	+	188	upstream	188	CACNG7
chr19	54464184	54464632	449	*	X089140	59283	54466290	54493469	27180	+	1657	upstream	1657	CACNG8
chr19	54584576	54584725	150	*	X089185	441864	54573201	54584634	11434	-	0	overlapStart	0	TARM1
chr19	54761622	54761771	150	*	X089215	10990	54754269	54761167	6899	-	454	upstream	454	LILRB5
chr19	54762342	54762461	120	*	X089216	10990	54754269	54761167	6899	-	1174	upstream	1174	LILRB5
chr19	54783886	54784163	278	*	X089227	100616171	54785964	54786035	72	+	1800	upstream	1800	MIR4752
chr19	54784351	54784470	120	*	X089228	100616171	54785964	54786035	72	+	1493	upstream	1493	MIR4752
chr19	54784651	54784800	150	*	X089229	100616171	54785964	54786035	72	+	1163	upstream	1163	MIR4752
chr19	54784651	54784800	150	*	X089229	10288	54777675	54785033	7359	-	0	inside	232	LILRB2
chr19	54784966	54785130	165	*	X089230	100616171	54785964	54786035	72	+	833	upstream	833	MIR4752
chr19	54784966	54785130	165	*	X089230	10288	54777675	54785033	7359	-	0	overlapStart	0	LILRB2
chr19	54785379	54785483	105	*	X089231	100616171	54785964	54786035	72	+	480	upstream	480	MIR4752
chr19	54785379	54785483	105	*	X089231	10288	54777675	54785033	7359	-	345	upstream	345	LILRB2
chr19	54786999	54787133	135	*	X089232	10288	54777675	54785033	7359	-	1965	upstream	1965	LILRB2
chr19	54824114	54824278	165	*	X089243	353514	54818353	54824409	6057	-	0	inside	130	LILRA5
chr19	54825290	54825409	120	*	X089244	353514	54818353	54824409	6057	-	880	upstream	880	LILRA5
chr19	54984638	54984727	90	*	X089305	148170	54976210	54984422	8213	-	215	upstream	215	CDC42EP5
chr19	54984788	54985370	583	*	X089306	148170	54976210	54984422	8213	-	365	upstream	365	CDC42EP5
chr19	54985966	54986115	150	*	X089307	148170	54976210	54984422	8213	-	1543	upstream	1543	CDC42EP5
chr19	55105274	55105380	107	*	X089346	11024	55105041	55113687	8647	+	0	inside	232	LILRA1
chr19	55297837	55297911	75	*	X089399	3811	55297774	55378670	80897	+	0	inside	62	KIR3DL1
chr19	55867120	55867209	90	*	X089439	125965	55861070	55866463	5394	-	656	upstream	656	COX6B2
chr19	55868395	55868649	255	*	X089440	125965	55861070	55866463	5394	-	1931	upstream	1931	COX6B2
chr19	55881209	55881633	425	*	X089442	3589	55875750	55881831	6082	-	0	inside	197	IL11
chr19	55882005	55882358	354	*	X089443	3589	55875750	55881831	6082	-	173	upstream	173	IL11
chr19	55882449	55882583	135	*	X089444	3589	55875750	55881831	6082	-	617	upstream	617	IL11
chr19	55955021	55955272	252	*	X089446	729956	55940105	55954230	14126	-	790	upstream	790	SHISA7
chr19	56685729	56685751	23	*	X089504	85569	56687389	56697144	9756	+	1637	upstream	1637	GALP
chr19	56686719	56687341	623	*	X089505	85569	56687389	56697144	9756	+	47	upstream	47	GALP
chr19	57742098	57742322	225	*	X089521	6795	57742377	57746916	4540	+	54	upstream	54	AURKC
chr19	57742398	57742406	9	*	X089522	6795	57742377	57746916	4540	+	0	inside	20	AURKC
chr19	57830087	57830240	154	*	X089523	125919	57831865	57842144	10280	+	1624	upstream	1624	ZNF543
chr19	58179963	58180097	135	*	X089525	201516	58180303	58190520	10218	+	205	upstream	205	ZSCAN4
chr2	265067	265170	104	*	X089533	52	264869	278282	13414	+	0	inside	197	ACP1
chr2	265067	265170	104	*	X089533	26751	218136	264810	46675	-	256	upstream	256	SH3YL1
chr2	865337	865501	165	*	X089743	339822	779837	864112	84276	-	1224	upstream	1224	LINC01115
chr2	945645	945794	150	*	X089773	54221	946554	1371384	424831	+	759	upstream	759	SNTG2
